"Agency","Subagency","Title","accountID","Obligation"
"Department of Transportation","Federal Highway Administration","Construction and Improvements to Halls Mill Road in New Jersey",2002,0
"Department of Transportation","Federal Motor Carrier Safety Administration","Motor Carrier Safety",2006,0
"Department of Transportation","Federal Motor Carrier Safety Administration","National Motor Carrier Safety Program",2003,0
"Department of Transportation","Federal Motor Carrier Safety Administration","Motor Carrier Safety Grants",2024,77291653.01
"Department of Transportation","Federal Motor Carrier Safety Administration","Motor Carrier Safety Operations and Programs",2025,127394683.75
"Department of Transportation","National Highway Traffic Safety Administration","Consumer Assistance to Recycle and Save Program",1885,0
"Department of Transportation","National Highway Traffic Safety Administration","Operations and Research",1882,39810519.16
"Department of Transportation","National Highway Traffic Safety Administration","Miscellaneous Safety Programs",1883,0
"Department of Transportation","National Highway Traffic Safety Administration","National Driver Register Modernization",1886,0
"Department of Transportation","National Highway Traffic Safety Administration","Next Generation 911 Implementation Grants",1887,0
"Department of Transportation","National Highway Traffic Safety Administration","Operations and Research (Highway Trust Fund)",1997,52665066.91
